parentid,childid,body,category
11271,0,早稲田大学大学院の野口悠紀雄教授はロイターとのインタビューで、今回の世界的な金融危機で最大の影響を受けるのは外需に依存する日本で、米国の経常赤字が収縮する今後3年間は年率3％のマイナス成長が続く可能性があると語った,00000100000
11271,7,米国の経常赤字はGDP（国内総生産）の6％に当たる約70兆円あり、これでは経済が持続可能ではないから金融危機が起きた,10000100000
11271,8,米国の過剰な消費は減少し、輸出国の日本や中国などがこれからさらに打撃を受ける」「米国経済は、経常赤字がGDPの3％程度まで半減しないと持続できないと言われている,10000100000
11271,9,03年以降拡大した日本の貿易黒字はゼロになる可能性がある,00000100000
11368,0,中国国営新華社は4日、2008年の中国の貿易黒字が前年比18％増の約2900億ドルとなったと報じた,00000100000
11368,3,1─11月の貿易黒字は2559億5000万ドルだったため、12月単月の貿易黒字は約340億ドルだったもよう,00000100000
11499,11,米国の経常収支の赤字を日本や産油国などの黒字国が埋めてきた,00000100000
11546,1,金融政策に影響する消費者物価指数（CPI）のほか貿易収支、小売売上高など米国発の経済指標が材料視される見通し,10001100000
11546,7,12日から始まる週は、米国で貿易収支（13日）、小売売上高（14日）、CPI、鉱工業生産（ともに16日）などの経済指標が注目されている,10000100000
11563,9,消費者物価指数（CPI）のほか貿易収支、小売売上高など米国発の経済指標が材料視される見通し,10001100000
11593,1,ロイターが民間調査機関に行った事前調査では、経常黒字の予測中央値は前年比61.9％減少の6503億円だった,00000100000
11593,3,このうち、貿易収支は934億円の赤字（前年同月は9076億円の黒字）、サービス収支は908億円の赤字（前年同月は1141億円の赤字）となった,00000100000
11598,1,貿易収支が赤字に転じたことが影響した,00000100000
11598,2,ロイターが民間調査機関に行った事前調査では、経常黒字の予測中央値は前年比61.9％減少の6503億円だった,00000100000
11598,7,このうち、貿易収支は934億円の赤字と、前年同月（9076億円の黒字）から赤字に転じた,00000100000
11611,0,中国税関当局が13日発表した12月の貿易黒字は389億8000万ドルとなり、過去最高だった前月の401億ドルから減少した,00000100000
11611,1,2008年通年の貿易黒字は、過去最高の2954億6000万ドルとなった,00000100000
11611,4,エコノミスト予想は、貿易黒字が350億ドル、輸出が4.0％減、輸入が20.0％減だった,00000100000
11635,0,米商務省が13日発表した11月の貿易統計は、貿易赤字が28.7％減の404億ドルとなった,00000100000
11635,4,前月の貿易赤字は567億ドルに下方修正された,00000100000
11635,9,FTNフィナンシャルの首席エコノミスト、クリストファーロー氏は「原油価格が着実に下落しているため、貿易赤字が今後数カ月縮小する見込みであることが、今四半期の米経済にとり数少ない朗報のひとつだ」と述べた,00000100001
11636,0,米商務省が13日発表した11月の貿易統計は、貿易赤字が28.7％減の404億ドルとなった,00000100000
11636,4,前月の貿易赤字は567億ドルに下方修正された,00000100000
11636,9,FTNフィナンシャルの首席エコノミスト、クリストファーロー氏は「原油価格が着実に下落しているため、貿易赤字が今後数カ月縮小する見込みであることが、今四半期の米経済にとり数少ない朗報のひとつだ」と述べた,00000100001
11696,2,輸入物価指数は前月比4.2％低下し、11月の7.0％低下（改定値）から落ち込みが鈍化した,00000100000
11696,9,輸出物価指数は前月比2.3％低下した,00000100000
11901,3,ただ、中国の貿易黒字をめぐる摩擦は、両国の経済的な相互依存性や米国の関心が他の問題に集中することなどから抑制されるとの見方も少なくない,00000100000
11967,6,英政府は、経常赤字を穴埋めし、金融安定化策を賄う資金を確保するためにも外国からの投資を必要としており、なんとしても避けたい状況だ,00000100000
11997,0,財務省が22日に発表した2008年12月貿易統計速報によると、貿易収支（原数値）は3207億円の赤字となった,00000100000
11997,2,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は2780億円の赤字だった,00000100000
12053,4,ブッシュ政権にとってドル安は、米国の貿易赤字と中国の貿易黒字という世界経済における大きな不均衡を是正するための重要な手段だった,00000100000
12053,7,景気後退や事実上のゼロ金利、経常赤字の拡大という状況において、為替相場を直接操作することなくドルを支えることがオバマ政権の課題になる、とアナリストはみている,00000100000
12123,6,さらに「英国の国際収支には2つの大きな穴がある,00000100000
12317,5,また、中国が貿易黒字を追求しているわけでない、と述べた,00000100000
12641,2,ただ、エネルギー価格の下落で経常黒字が縮小しており、レンジを守りきれない場合には国際的な信用が失墜、通貨危機につながる可能性もある,00000100000
12683,1,貿易収支が赤字に転じたことや、所得収支の黒字幅が縮小したことが影響した,00000100000
12683,2,ロイターが民間調査機関に行った事前調査では、経常黒字の予測中央値は前年比78.0％減少の3500億円だった,00000100000
12683,10,このうち、貿易収支は1979億円の赤字、前年同月（9968億円の黒字）から赤字に転じた,00000100000
12952,5,ゴルフ界の「帝王」ジャックニクラウス氏のニックネームから生まれた「ゴールデンベア」ブランドを中心とした各種カジュアルウェアの製造販売を行っていたが、2002年1月期から7期連続で経常赤字を続けていた,00000100000
12962,7,ポンドが08年10―12月におよそ20％下落したことについては、これまでの内需依存から輸出に焦点が移り、貿易赤字の削減など英経済のバランス回復に寄与するとの見方を示した,00000100000
13010,6,季節調整済みの統計では、12月の貿易赤字は3億ユーロと、前月の40億ユーロの赤字から大幅に縮小した,00000100000
13010,9,2008年通年では、ユーロ圏の貿易収支は321億ユーロの赤字となり、2007年の158億ユーロの黒字から赤字に転じた,00000100000
13010,10,12月の貿易収支の内容は公表されていないが、1月─11月期のユーロ圏の貿易赤字を押し上げていたのは、前年同期の2109億ユーロから2860億ユーロに増加したエネルギー貿易赤字だった,00000100000
13010,11,これを裏付けるように、エネルギー輸出大国であるロシアに対するユーロ圏の貿易赤字は1─11月期は343億ユーロと、前年同期の269億ユーロから増加した,00000100000
13173,0,来週は、国内で貿易収支や鉱工業生産、海外では米住宅関連指標などの経済指標を見極めながらの展開となる,10000100000
13309,0,財務省が25日午前8時50分に発表した1月貿易統計速報によると、貿易収支（原数値）は9526億円の赤字となった,00000100000
13309,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は1兆1295億円の赤字だった,00000100000
13314,3,●ドル98円目指す、過去最大の貿易赤字が支援＜新光証券外国債券為替トレーディング部通貨ストラテジスト鈴木健吾氏＞1月貿易収支は9526億円の赤字で、赤字幅はロイター予測を下回ったものの過去最大,00000100000
13314,6,貿易赤字が足元で強まっている円買いポジションの巻き戻しを後押しし、ドルは98円を目指す展開になるだろう,00000100000
13323,9,寄り前に発表された1月の貿易収支が9526億円の赤字と事前予想は下回るものの、過去最大の赤字幅になったことで実体経済の悪化が意識された,00000100000
13323,10,「輸出数量が世界経済の悪化を受け加速度的に悪化し、貿易赤字を拡大させる要因になった」（大和総研シニアエコノミストの熊谷亮丸氏）とみられている,00000100000
13357,14,同氏は、米国債および米機関債の需要が低減し、米国の経常赤字がさらに増大すれは、ドルは急落するとみている,00000100000
13747,2,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は153億円の赤字だった,00000100000
13747,4,このうち、貿易収支は8444億円の赤字（前年同月は713億円の黒字）、サービス収支は2558億円の赤字（前年同月は2516億円の赤字）となった,00000100000
13749,9,このうち貿易収支は8444億円の赤字（前年同月は713億円の黒字）、サービス収支は2558億円の赤字（前年同月は2516億円の赤字）となった,00000100000
13755,4,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は153億円の赤字だった,00000100000
13755,5,経常収支が赤字になったのは、90年1月（68億円）、91年1月（143億円）、96年1月（256億円）,00000100000
13755,8,このうち、貿易収支は8444億円の赤字（前年同月は713億円の黒字）となり、3カ月連続の赤字となった,00000100000
13814,5,輸出の急減を受け、1月の貿易黒字は約7年ぶりの水準に縮小した,00000100000
13841,0,中国の税関総署によると、2月の同国の貿易黒字は48億4000万ドルとなり、1月の391億ドルから大幅に減少した,00000100000
13845,0,中国の税関総署によると、2月の同国の貿易黒字は48億4000万ドルとなり、1月の391億ドルから大幅に減少した,00000100000
13851,6,信用危機と世界的なリセッション（景気後退）の発生以前は、米国の経常赤字と中国の巨額の経常黒字に対する懸念が主要7カ国（G7）の会合における中心的な議題だった,00000100000
13872,2,大量の米国債を保有する中国が同日発表した2月の貿易統計で貿易黒字が大幅に減少したことも、米ドルの圧迫要因となった,00000100000
13908,0,国連の潘基文事務総長の特別顧問を務めるジェフリーサックス氏は、中国が潤沢な外貨準備と堅調な貿易黒字、世界中での巨額の投資を生かし、世界的な経済危機からの脱出を先導する可能性があると述べた,00000100000
13908,4,また当局によると、2008年末時点での経常黒字は前年比20％増の4400億ドルだった,00000100000
13908,6,また、中国には潤沢な外貨準備や貿易黒字、多くの投資があり、いち早い経済回復に必要なものがそろっている」と指摘,00000100000
14161,7,「多額の経常赤字を抱え、急増する財政赤字の半分以上が海外投資家によってファイナンスされている米国が、積極的な量的緩和策を導入することは、明らかにドルにネガティブ」（JPモルガンチェース銀行のチーフFXストラテジスト、佐々木融氏）なうえ、相場の値動き的にも「米金利低下と米株高が逃避通貨としてのドルの役割を薄れさせ、売りにつながった」（バークレイズ銀行トレーディング部ディレクターの小川統也氏）という,00000100000
14310,0,財務省が25日午前8時50分に発表した2月貿易統計速報によると、貿易収支（原数値）は824億円の黒字となった,00000100000
14310,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は109億円の赤字だった,00000100000
14315,0,財務省が25日発表した2月貿易統計速報によると、貿易収支（原数値）は824億円の黒字となった,00000100000
14315,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は109億円の赤字だった,00000100000
14501,4,議員らは「中国の為替市場における大規模かつ長期的な一方方向の不胎化介入、総額1兆9000億ドルにのぼる外貨準備、および巨額の経常黒字をみれば、中国が為替相場を操作していることは明らかだ」と述べた,00000100000
14668,4,米国の貿易赤字が過去数年で膨らむ一方で、ドイツなど貿易黒字が拡大する国もみられる中、大統領は支出貯蓄のバランス、全体的な貿易傾向の均衡化を図る必要があるだろうと指摘,00000100000
14707,7,投機筋の円売りの背景は、急速に黒字が縮小する日本の貿易収支や、弱い景気実態なので、今月後半の鉱工業生産などの数字が注目されるだろう,10000100000
14794,1,世界的な景気の悪化で輸出の大幅減が続くと同時に、原油価格の下落や内需の悪化を受けて輸入も減少し、貿易収支が黒字に転じたため,00000100001
14794,3,ロイターが民間調査機関に行った事前調査では、経常黒字の予測中央値は前年比57.1％減の1兆0776億円だった,00000100000
14794,6,このうち、貿易収支は2021億円の黒字（前年同月は1兆0311億円の黒字）、サービス収支は1491億円の赤字（前年同月は1013億円の赤字）となった,00000100000
14878,0,米商務省が発表した2月の貿易統計は、貿易赤字が28.3％減の259億7000万ドルと1999年11月以来の水準に縮小した,00000100000
14878,3,貿易赤字の縮小は過去最長となる7カ月連続,00000100000
14878,9,マルタオンザマーケッツ（ニュージャージー州）のチーフ市場ストラテジスト、TJマルタ氏は「6年間分の貿易赤字の拡大が5カ月間で解消された,00000100000
15297,0,財務省が22日発表した3月貿易統計速報によると、貿易収支（原数値）は110億円の黒字となった,00000100000
15297,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は50億円の赤字だった,00000100000
15297,6,2008年度の貿易収支は7253億円の赤字となり、1980年度以来28年ぶりに赤字に転落した,00000100000
15298,0,財務省が22日発表した3月貿易統計速報によると、貿易収支（原数値）は110億円の黒字となった,00000100000
15298,3,●全体として輸出の低迷状況変わらず＜みずほ証券チーフマーケットエコノミスト上野泰也氏＞3月の貿易収支は予想に近い数字となった,00000100000
15306,6,また、当局は国際収支の大幅な黒字は長期にわたり維持できるものではないと認識しているため、貿易収支の均衡化を望んでいると述べた,00000100000
15363,0,新日本製鉄(5401.T)とJFEホールディングス(5411.T)の2010年3月期は、高値で契約した原材料が残る上に生産水準の低い4―6月期に経常赤字が避けられないとの見方が強い,00000100000
15363,2,トヨタ自動車(7203.T)と合意した自動車用鋼材の販売価格は、値下げ幅がアナリストの想定よりも小さくなり、通期では経常黒字を確保できるとの見方も出てきている,00000100000
15532,3,上期は1000億円の経常赤字を見込んでいるが、そのうちのほとんどが、前年の高値の原材料のキャリーオーバーや在庫評価差が影響する4―6月期になるという,00000100000
15535,13,2008年度貿易統計によれば、日本はメキシコとの貿易黒字を維持,00000100000
15535,14,貿易収支全体が赤字となった中で、相対的にメキシコ貿易のウエートが高まっている,00000100000
15548,3,＜上期は経常赤字、下期は回復の見通し＞新日鉄の谷口進一副社長は会見で「粗鋼生産量の回復がどの程度になるか見通せない,00000100000
15548,10,新日鉄は上期に1000億円の経常赤字を見込んでいるが、製鉄事業の赤字が大きく影響している,00000100000
15548,19,神戸鋼は、通期でも経常赤字を予想している,00000100000
15787,3,輸出の減少は数カ月以内に終了し、貿易黒字の拡大が続くとの見方を示した,00000100000
15996,2,この結果、4月の貿易黒字は129億ドルとなった,00000100000
15996,4,貿易黒字は、3月は185億6000万ドル、2月は48億4000万ドルだった,00000100000
15996,6,1─4月の貿易黒字は754億3000万ドルだった,00000100000
15996,8,2008年4月の貿易黒字は167億ドル,00000100000
16015,8,税関が発表した輸出入データから算出すると、4月の貿易黒字は131億4000万ドルと、前月の185億6000万ドルから減少,00000100000
16021,0,英国立統計局（ONS）が発表した3月の鉱工業生産指数は低下幅が予想を下回ったほか、貿易赤字はほぼ2年ぶりの水準に縮小した,00000100000
16021,10,  一方、3月の貿易赤字は65億8900万ポンドで、前月の68億3400万ポンドから縮小,00000100000
16023,0,米商務省が発表した3月の貿易統計は、貿易赤字が275億8000万ドルと、1999年11月以来の低水準だった前月の261億3000万ドル（上方修正）から拡大した,00000100000
16023,11,ウィーデンの市場ストラテジスト、スティーブゴールドマン氏は「石油価格の上昇や景気回復とともに貿易赤字は拡大し始めるだろう」との見方を示した,10000100000
16037,3,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆2092億円の黒字、前年比58.4％減だった,00000100000
16037,5,このうち、貿易収支は1329億円の黒字（前年同月は1兆2456億円の黒字）、サービス収支は342億円の赤字（前年同月は512億円の赤字）となった,00000100000
16037,7,2008年度の経常黒字は前年比50.2％減の12兆2291億円となり、1985年度以降の現行統計では最大の減少となった,00000100000
16041,2,貿易収支や所得収支の黒字幅縮小を背景に前年比では48.8％減となったが、2月と比べ減少幅は縮小した,00000100000
16041,3,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆2092億円の黒字、前年比58.4％減だった,00000100000
16041,6,このうち、貿易収支は1329億円の黒字（前年同月は1兆2456億円の黒字）、サービス収支は342億円の赤字（前年同月は512億円の赤字）となった,00000100000
16041,9,2008年度の経常黒字は前年比50.2％減の12兆2291億円となり、1985年度以降の現行統計では最大の減少率となった,00000100000
16244,0,欧州連合（EU）統計局が18日発表した3月のユーロ圏貿易統計によると、輸出の落ち込みがわずかに輸入の落ち込みを下回り、貿易収支が黒字に転換した,00000100000
16244,1,ユーロ圏16カ国の3月の貿易収支（季節未調整）は4億ユーロ（5億4170万ドル）の黒字となった,00000100000
16244,4,季節調整後は3月の貿易収支は21億ユーロの赤字となるが、前月の29億ユーロの赤字、また前年同月の66億ユーロの赤字から赤字幅は縮小した,00000100000
16244,6,ユーロ圏最大の経済規模を持つドイツの貿易黒字は51億ユーロと、前月の34億ユーロから増加した,00000100000
16244,8,3月の国別の貿易収支の詳細は未公表だが、1─2月の統計によると、ユーロ圏の最大の貿易相手国である英国と米国に対する貿易黒字が減少した,00000100000
16244,10,対日本、ロシア、ノルウェーの貿易赤字も減少した,00000100000
16428,11,水準は依然高いとはいえ、国内貯蓄は低下し、貿易黒字は大幅に減る一方で、国債だけは積極的な財政政策で積みあがっていく,00000100000
16575,3,また「巨額の貿易赤字があり、ドルに対するファンダメンタルズは下降すると考える」とする一方、「インフレは09年、おそらく10年にも問題にならないだろう,10000100000
16582,0,財務省が27日午前8時50分に発表した4月貿易統計速報によると、貿易収支（原数値）は690億円の黒字となった,00000100000
16582,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は575億円の赤字だった,00000100000
16588,0,財務省が27日午前8時50分に発表した4月貿易統計速報によると、貿易収支（原数値）は690億円の黒字となった,00000100000
16588,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は575億円の赤字だった,00000100000
16593,0,財務省が27日発表した4月貿易統計速報によると、貿易収支（原数値）は690億円の黒字となった,00000100000
16593,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は575億円の赤字だった,00000100000
16604,5,財務省が27日発表した4月貿易統計速報によると、貿易収支（原数値）は690億円の黒字となった,00000100000
16627,5,新華社が伝えたところによれば、31日から中国を訪問するガイトナー米財務長官はインタビューで、人民元や中国の貿易黒字の問題を取り上げない意向を示した,00000100000
17023,3,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は8466億円の黒字、前年比39.0％減だった,00000100000
17023,5,このうち、貿易収支は1843億円の黒字（前年同月は5985億円の黒字）、サービス収支は4717億円の赤字（前年同月は3932億円の赤字）となった,00000100000
17027,2,黒字は3カ月連続だが、経常収支の前年比は14カ月連続減となっている,00000100000
17027,3,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は8466億円の黒字、前年比39.0％減だった,00000100000
17027,6,このうち、貿易収支は1843億円の黒字（前年同月は5985億円の黒字）となり、前年比は69.2％減と80％台の減少を記録した2、3月より縮小している,00000100000
17027,12,財務省幹部は、貿易黒字の減少幅が縮小していることについて「輸出が昨秋以降大きく減少していたが、このところ（減少幅が）小さくなっていることを反映している」とし、「いい方向に進んでいる」との認識を示した,00000100000
17081,0,ロイター調査によると、米商務省が10日米東部時間午前8時半（GMT1230、日本時間午後9時半）に発表する4月の貿易収支は、原油価格の上昇により、赤字幅が2カ月連続で拡大すると予想されている,00000100001
17081,7,原油価格の上昇で、貿易赤字は今後さらに縮小しづらくなるだろう」と話した,00000100001
17081,12,アナリストはこの傾向が第2四半期も続いているかどうかを見極めようと、4月の貿易収支に注目するだろう,00000100000
17081,19,全体として貿易収支に大まかな安定感が出れば、米国と世界の経済が底なしの落ち込みを脱したことが分かる」と述べた,00000100000
17180,1,この結果、5月の貿易黒字は133億9000万ドルとなった,00000100000
17180,2,貿易黒字は、4月は131億ドル、3月は186億ドルだった,00000100000
17180,4,貿易黒字は148億ドルの黒字を見込んでいた,00000100000
17385,0,米商務省が17日発表した経常収支統計（季節調整後）によると、第1四半期の経常赤字は1015億ドルと、第4四半期の1549億ドル（改定値）から縮小し、2001年第4四半期以来の低水準となった,00000100000
17385,2,第1四半期の経常赤字は対国内総生産（GDP）比2.9％,10000100000
17567,0,財務省が24日午前8時50分に発表した5月貿易統計速報によると、貿易収支（原数値）は2998億円の黒字となった,00000100000
17567,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は2128億円の黒字（前年比37.6％減）だった,00000100000
17569,0,財務省が24日に発表した5月貿易統計速報によると、貿易収支（原数値）は2998億円の黒字となった,00000100000
17569,4,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は2128億円の黒字（前年比37.6％減）だったが、発表数値はこれを上回った,00000100000
17570,0,財務省が24日に発表した5月貿易統計速報によると、貿易収支（原数値）は2998億円の黒字となった,00000100000
17570,4,●輸出のマイナス幅大きく、回復顕著とはいえず＜みずほ証券マーケットアナリスト高橋幸男氏＞5月の貿易収支は黒字額が事前予想を上回ったものの、輸出が前年比40％の減少と依然大きな減少幅であり、回復が顕著になったとはいえない,00000100000
17570,9,日本の貿易収支は、世界的な金融危機が実体経済に悪影響を及ぼす過程で、まず輸出が大幅に落ち込み収支尻では赤字幅が拡大した,00000100000
17591,0,貿易収支の回復が鮮明になってきた,00000100000
17591,3,＜黒字額が08年5月以来の高水準＞財務省が24日に発表した5月貿易統計速報によると、貿易収支（原数値）は2998億円の黒字となった,00000100000
17988,0,財務省が8日午前8時50分に発表した国際収支状況速報によると、5月の経常収支は1兆3018億円の黒字となった,00000100000
17988,3,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆5033億円の黒字、前年比24.2％減だった,00000100000
17988,5,このうち、貿易収支は3873億円の黒字（前年同月は4973億円の黒字）、サービス収支は1545億円の赤字（前年同月は98億円の赤字）となった,00000100000
17994,0,財務省が8日発表した6月の上中旬貿易統計速報によると、貿易収支は2742億5800万円の黒字となった,00000100000
17995,0,財務省が8日発表した国際収支状況速報によると、5月の経常収支は1兆3018億円の黒字となった,00000100000
17995,3,原油価格の低下を受け輸入の前年比減少幅が拡大し、この結果貿易黒字の減少幅が縮小した,00000100001
17995,4,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆5033億円の黒字、前年比24.2％減だった,00000100000
17995,7,このうち、貿易収支は3873億円の黒字（前年同月は4973億円の黒字）となり、前年比では22.1％減と4月（69.2％減）から減少幅が大きく縮小した,00000100000
18016,1,G8首脳会議の声明草案は、持続可能な長期成長には、経常収支不均衡がスムーズに是正されることが必要と指摘,00000100000
18016,6,さらに「安定的で持続可能な長期的成長には、経常収支不均衡の円滑な是正が必要となる」としている,00000100000
18024,9,安定した持続的な成長には、経常収支不均衡の円滑な解消が必要で、多国間で合意された戦略に沿って、必要な調整のために協働するとした,00000100000
18027,10,安定した持続的な成長には、経常収支不均衡の円滑な解消が必要で、多国間で合意された戦略に沿って、必要な調整のために協働するとした,00000100000
18084,3,実需のフロー自体も、国際収支の不均衡縮小によって縮小、投資家もリスク資産を圧縮している,00000100000
18090,0,米商務省が発表した5月貿易統計は、貿易赤字が259億6000万ドルに縮小し、1999年11月以来の低水準となった,00000100000
18217,9,6月末時点の外貨準備高は、中国の第2四半期の貿易黒字と海外から直接投資の合計を大幅に上回る規模で、2兆ドルを超える外貨準備を保有するのは中国のみ,00000100010
18230,13,ニュージーランドのイングリッシュ財務相は15日、経常収支が赤字であることを考えると、NZドル安が望ましいと発言した,00000100000
18483,0,財務省が23日に発表した6月貿易統計速報によると、貿易収支（原数値）は5080億円の黒字となった,00000100000
18483,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は6200億円の黒字（前年比495.6％増）だった,00000100000
18488,0,財務省が23日に発表した6月貿易統計速報によると、貿易収支（原数値）は5080億円の黒字となった,00000100000
18488,2,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は6200億円の黒字（前年比495.6％増）だったが、発表数値はこれを下回った,00000100000
18488,18,6月貿易収支についてエコノミストからは「世界経済が下げ止まりから持ち直しを模索する中、輸出は徐々に回復する動きを見せているが、一方で国内需要の低迷に伴う輸入の停滞が相対的に目立ち始めており、貿易収支の黒字化傾向が強まっている」（農林中金総合研究所主任研究員の南武志氏）との見方が出ている,00000100000
18593,1,＜国際収支のバランス回復＞経済危機に見舞われたため、米国では消費が低減する一方、貯蓄が増大した,00000100000
18593,2,このため米国は中国に対し、中国の経常黒字を減少させるため、消費拡大、貯蓄低減を要請する見通し,00000100000
18666,2,これに対し米国側は、最近見られる貯蓄率の上昇や、各国との貿易収支の改善といった傾向を「維持、強化する措置を講じる」と表明した,00000100000
18698,6,09年4―6月期の経常損益は566億円の赤字（前年同期は1440億円の黒字）だったが、7―9月期も同水準の経常赤字を見込んでいることになる,00000100000
19083,0,財務省が10日午前8時50分に発表した国際収支状況速報によると、6月の経常収支は1兆1525億円の黒字となった,00000100000
19083,3,経常黒字の前年比増加は2008年2月以来1年4カ月ぶりのこと,00000100000
19083,4,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は6550億円の黒字、前年比38.9％増だった,00000100000
19092,0,財務省が10日発表した国際収支状況速報によると、6月の経常収支は1兆1525億円の黒字となった,00000100000
19092,3,また、経常黒字の前年比増加は2008年2月以来1年4カ月ぶりのこと,00000100000
19092,4,貿易収支や所得収支の黒字幅拡大が寄与した,00000100000
19092,5,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は6550億円の黒字、前年比38.9％増だった,00000100000
19092,8,このうち、貿易収支は6022億円の黒字（前年同月は2490億円の黒字）となり、前年比では141.8％増と5月（22.1％減）から増加に転じた,00000100000
19092,9,原油価格が前年に比べ大きく低下したことなどを背景に、輸入額が減少したことが貿易黒字の大幅な増加に寄与した,00000100001
19092,13,2009年上半期の経常収支は5兆6215億円の黒字,00000100000
19092,16,貿易収支と所得収支の黒字幅が縮小したことが影響した,00000100000
19210,0,米商務省が発表した6月貿易統計は、貿易赤字が270億1000万ドルと前月から拡大した,00000100000
19210,4,輸入輸出ともに引き続き前年の水準を大幅に下回っており、1―6月の貿易赤字は1730億ドルと、前年同期から50％超減少した,00000100000
19210,5,現在の水準が続いた場合、2009年の貿易赤字は1999年以来の低水準となる見通し,00000100000
19315,13,米商務省が12日に発表した6月の貿易統計は貿易赤字が270億1000万ドルと前月から拡大した,00000100000
19589,0,財務省が26日午前8時50分に発表した7月貿易統計速報によると、貿易収支（原数値）は3802億円の黒字となった,00000100000
19589,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は3850億円の黒字（前年比370.0％増）だった,00000100000
19594,0,財務省が26日発表した7月貿易統計速報によると、貿易収支（原数値）は3802億円の黒字となった,00000100000
19594,4,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は3850億円の黒字（前年比370.0％増）だった,00000100000
19599,0,財務省が26日発表した7月貿易統計速報によると、貿易収支（原数値）は3802億円の黒字となった,00000100000
19599,5,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は3850億円の黒字（前年比370.0％増）だった,00000100000
19905,0,3日ロイター]金融危機をきっかけに国際不均衡は縮小方向へ向かい、米国の経常赤字も急ピッチで縮小している,00000100000
19905,2,＜海外資本の引き揚げ＞米国際収支データによると、第1四半期の経常赤字は1015億ドル（季節調整済暫定値）となり、2001年第4四半期以来の小幅な赤字だった,00000100000
19905,3,資本収支では、海外投資家が2四半期連続で米国資産を売り越し、昨年10月から今年3月までの半年間に約900億ドルの資金を米国から引き揚げている,00000100000
20034,0,財務省が8日午前8時50分に発表した国際収支状況速報によると、7月の経常収支は1兆2656億円の黒字となった,00000100000
20034,3,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆4551億円の黒字、前年比7.3％減だった,00000100000
20040,0,財務省が8日発表した国際収支状況速報によると、7月の経常収支は1兆2656億円の黒字となった,00000100000
20040,3,ロイターが民間調査機関に行った事前調査では、経常収支の予測中央値は1兆4551億円の黒字、前年比7.3％減だった,00000100000
20040,4,輸入の減少が輸出の減少を上回り、貿易収支の黒字幅が拡大する一方、サービス収支の赤字幅が拡大し、所得収支の黒字幅が減少したことから経常黒字幅が縮小した,00000100000
20040,7,このうち、貿易収支は4373億円の黒字（前年同月は3074億円の黒字）で、前年比では42.3％増加した,00000100000
20040,9,原油価格が前年に比べ大きく下落したことなどを背景に輸入減少額が過去2番目の大きさとなるなど、輸入が減少したことが貿易黒字の拡大に寄与した,00000100001
20157,0,米商務省が発表した7月貿易統計は、貿易赤字が319億6000万ドルと前月比で10年超ぶりの拡大幅となった,00000100000
20157,2,貿易赤字は前月比16.3％増と1999年2月以来の大幅な拡大となった,00000100000
20291,5,18日発表予定の第2四半期の国際収支でも、対外債権が一段と増加することが予想され、米金融機関を介したドルキャリー取引の活発化が推し量られる,00000100000
20547,0,中国人民銀行（中央銀行）の周小川総裁は23日、新たな準備通貨として国際通貨基金（IMF）の特別引き出し権（SDR）への移行を提案したことについて、同国の高い貯蓄率や貿易黒字が金融危機を招いたとの批判に対する答えだと述べた,00000100000
20566,0,財務省が24日発表した8月貿易統計速報によると、貿易収支（原数値）は1857億円の黒字となった,00000100000
20566,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は1700億円の黒字だった,00000100000
20570,0,財務省が24日発表した8月貿易統計速報によると、貿易収支（原数値）は1857億円の黒字となった,00000100000
20570,3,ロイターが民間調査機関を対象に行った調査では、貿易収支の予測中央値は1700億円の黒字だった,00000100000
20582,6,財務省が発表した8月貿易統計速報では、貿易収支（原数値）が1857億円の黒字となった,00000100000
